AGORA ID,Official name,Casual name,Link to document,Authority,Collections,Most recent activity,Most recent activity date,Proposed date,Annotated?,Validated?,Primarily applies to the government,Primarily applies to the private sector,Short summary,Long summary,Tags,Summaries and tags may include unreviewed machine output,Official plaintext retrieved,Official plaintext source,Official plaintext unavailable/infeasible,Official pdf source,Official pdf retrieved,Number of segments created,Applications: Agriculture and resource extraction,"Applications: Arts, sports, leisure, travel, and lifestyle",Applications: Broadcasting and media production,Applications: Business services and analytics,Applications: Construction and field services,Applications: Consumer goods,Applications: Education,Applications: Energy and utilities,Applications: Finance and investment,Applications: Government: benefits and welfare,Applications: Government: judicial and law enforcement,Applications: Government: military and public safety,Applications: Government: other applications/unspecified,Applications: Manufacturing and process automation,"Applications: Medicine, life sciences and public health",Applications: Networking and telecommunications,"Applications: Sales, retail, and customer relations",Applications: Security,Applications: Transportation,Harms: Detrimental content,Harms: Discrimination,Harms: Ecological harm,Harms: Financial loss,Harms: Harm to health/safety,Harms: Harm to infrastructure,Harms: Harm to property,"Harms: Violation of civil or human rights, including privacy",Incentives: Access to business opportunities,Incentives: Civil liability,Incentives: Criminal liability,Incentives: Fines,Incentives: Imprisonment,Incentives: Subsidies,Risk factors: Bias,Risk factors: Interpretability and explainability,Risk factors: Privacy,Risk factors: Reliability,Risk factors: Reliability: Robustness,Risk factors: Safety,Risk factors: Security,Risk factors: Security: Cybersecurity,Risk factors: Security: Dissemination,Risk factors: Transparency,Strategies: Convening,Strategies: Disclosure,Strategies: Disclosure: About evaluation,Strategies: Disclosure: About incidents,Strategies: Disclosure: About inputs,Strategies: Disclosure: Accuracy thereof,Strategies: Disclosure: In deployment,Strategies: Disclosure: In standard form,Strategies: Evaluation,Strategies: Evaluation: Adversarial testing,Strategies: Evaluation: Conformity assessment,Strategies: Evaluation: External auditing,Strategies: Evaluation: Impact assessment,Strategies: Evaluation: Post-market monitoring,Strategies: Governance development,Strategies: Government study or report,Strategies: Government support,Strategies: Government support: AI workforce-related,Strategies: Government support: For R&D,Strategies: Input controls,Strategies: Input controls: Compute circulation,Strategies: Input controls: Compute use,Strategies: Input controls: Data circulation,Strategies: Input controls: Data use,"Strategies: Licensing, registration, and certification",Strategies: New institution,Strategies: Performance requirements,Strategies: Pilots and testbeds,Strategies: Tiering,Strategies: Tiering: Tiering based on domain of application,Strategies: Tiering: Tiering based on generality,Strategies: Tiering: Tiering based on impact,Strategies: Tiering: Tiering based on inputs,Strategies: Tiering: Tiering based on planning ability
1129,Position Paper of the People's Republic of China on Strengthening Ethical Governance of Artificial Intelligence (AI),Position Paper of the People's Republic of China on Strengthening Ethical Governance of AI,https://www.mfa.gov.cn/eng/zy/wjzc/202405/t20240531_11367525.html,Chinese central government,Chinese law and policy,Enacted,2022-11-17,2022-11-17,false,false,false,false,"Calls for prioritizing AI ethics and establishing rules, norms, and accountability mechanisms. Emphasizes AI safety, reliability, and human control in R&D. Prohibits unlawful AI use and strengthens privacy protections. Promotes international cooperation and shared AI benefits while opposing exclusionary practices.","Calls for governments to prioritize AI ethics by establishing comprehensive rules, norms, and accountability mechanisms.

Emphasizes the need for AI ethical norms, laws, and policies to address potential risks and enhance AI security.

Urges governments to require R&D entities to integrate ethics throughout AI development, ensuring algorithm security, transparency, and data quality.

Prohibits the use of AI technologies that conflict with laws, regulations, and ethical standards; mandates quality monitoring and emergency measures for AI products.

Stresses safeguarding privacy and data security, advocating adherence to international norms for personal information handling.

Encourages public education on AI ethics and emphasizes the importance of public participation and awareness.

Promotes international cooperation to share AI benefits globally, participate in rule-making, and oppose exclusivity in technological development.

Advocates for international agreements on AI ethics, aiming to establish a widely accepted governance framework and standards respecting national practices.",,true,2024-11-05,https://www.mfa.gov.cn/eng/zy/wjzc/202405/t20240531_11367525.html,false,,,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1117,The position paper submitted by the Chinese delegation to CCW 5th Review Conference,The position paper submitted by the Chinese delegation to CCW 5th Review Conference,https://web.archive.org/web/20190527074927/https://www.unog.ch/80256EDD006B8954/(httpAssets)/DD1551E60648CEBBC125808A005954FA/$file/China%27s+Position+Paper.pdf,Chinese central government,Chinese law and policy,Enacted,2016-12-12,2016-12-12,false,false,false,false,"Urges international consensus on defining lethal autonomous weapons systems (LAWS), emphasizing human involvement. Advocates for LAWS regulation under international humanitarian law and supports a legally binding protocol. Warns of LAWS' risks, urging caution to prevent civilian harm. Supports continued CCW discussions.","Urges extensive discussion on defining and scoping Lethal Autonomous Weapon Systems (LAWS), focusing on autonomy levels, human involvement, and distinctions between civilian and military uses.

Advocates for LAWS to be governed by international humanitarian laws, highlighting uncertainties in distinction, proportionality, and accountability with current systems.

Supports developing a legally binding protocol on LAWS, akin to the Protocol on Blinding Laser Weapons, to address legal gaps.

Warns that LAWS increase war's ease and frequency by lowering thresholds and costs, posing risks of indiscriminate harm to civilians.

Calls for caution in using LAWS, particularly to prevent indiscriminate civilian targeting.

Welcomes progress in LAWS discussions within the Convention on Certain Conventional Weapons (CCW) framework and supports continued expert meetings.",,true,2024-11-20,https://web.archive.org/web/20190527074927/https://www.unog.ch/80256EDD006B8954/(httpAssets)/DD1551E60648CEBBC125808A005954FA/$file/China%27s+Position+Paper.pdf,false,,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1135,Measures of Beijing Municipality on Promoting the Innovative Development of Artificial General Intelligence,Measures for Promoting Innovation and Development of Artificial General Intelligence in Beijing,https://english.beijing.gov.cn/investinginbeijing/WhyBeijing/lawpolicy/policies/202307/t20230724_3205629.html,Chinese provincial and local governments,Chinese law and policy,Proposed,2023-05-30,2023-05-30,false,false,false,false,"Promotes Beijing's AGI sector growth by boosting computing power, enhancing high-quality data supply, exploring large models, and fostering AGI applications in various sectors. Establishes regulatory policies for secure advancement, emphasizing innovation, risk prevention, security, and principles management in AI activities.","Mobilizes commercial computing resources to meet the requirements of the AGI sector, showcasing cooperation with cloud service providers to enhance access to diverse and high-quality computing power.

Promotes the construction of new computing facilities, including the Beijing AI Public Computing Power Center, to advance computing capabilities.

Establishes an integrated multi-cloud computing management platform to optimize computing power management and operations.

Collects high-quality training datasets, ensuring legal compliance and promoting the trading of data through legitimate channels.

Plans to set up data training bases and a crowdsourcing service platform for dataset annotation, enhancing data quality and collaboration.

Explores innovative algorithms for large models, supporting an open-source technical ecosystem and developing governance tools for data management.

Facilitates the practical application of AGI in various sectors, including government, medicine, finance, and urban governance.

Innovates regulatory policies, promoting inclusive and prudent supervision systems while strengthening network and data security.",,true,2025-01-28,https://english.beijing.gov.cn/investinginbeijing/WhyBeijing/lawpolicy/policies/202307/t20230724_3205629.html,false,,,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1152,"UN General Assembly Resolution A/78/L.49 (""Seizing the opportunities of safe, secure and trustworthy artificial intelligence systems for sustainable development""","UNGA Resolution A/78/L.49 (""Seizing the opportunities of safe, secure and trustworthy artificial intelligence systems for sustainable development""",https://digitallibrary.un.org/record/4040897?v=pdf&ln=en,United Nations,Multinational,Enacted,2024-03-11,2024-03-11,false,false,false,false,"Resolves to bridge AI and digital divides and promote safe, secure, and trustworthy AI systems to achieve the Sustainable Development Goals. Encourages regulatory frameworks, capacity building, and international cooperation. Emphasizes human rights, data governance, and inclusive participation in AI governance.","Resolves to bridge AI and digital divides globally and promote safe, secure, and trustworthy AI systems to achieve Sustainable Development Goals.

Encourages Member States and stakeholders to support regulatory frameworks for responsible AI, fostering innovation and equitable access to benefits.

Calls for cooperation to assist developing countries in accessing AI benefits through capacity building, digital literacy, and infrastructure.

Emphasizes the protection of human rights throughout AI systems' life cycles and urges cessation of AI use that violates international human rights law.

Promotes inclusive governance of AI, addressing global challenges while considering developing countries' needs.

Recognizes data's importance in AI development and urges fair data governance to harness AI potential for sustainable development.

Encourages continued international cooperation, research, and mapping of AI impacts to inform effective governance.

Calls upon UN entities to assess AI challenges and assist developing countries in capacity building for achieving Sustainable Development Goals.",,true,2024-12-05,https://documents.un.org/doc/undoc/ltd/n24/065/92/pdf/n2406592.pdf,false,,,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1144,Global AI Governance Initiative,Global AI Governance Initiative,https://www.cac.gov.cn/2023-10/18/c_1699291032884978.htm,Chinese central government,Chinese law and policy,Enacted,2023-10-18,2023-10-18,false,false,false,false,"Calls for global cooperation to enhance AI governance, prevent risks, and ensure equitable access. Opposes AI misuse, disinformation, and sovereignty violations. Promotes ethical principles, legal frameworks, and equal rights in AI development. Encourages international collaboration, especially supporting developing countries.","Calls on countries to enhance information exchange and technological cooperation for AI governance, focusing on security, reliability, and equity.

Opposes using AI for manipulating public opinion, spreading disinformation, or interfering in other nations' affairs.

Urges adherence to international laws and prevention of AI misuse by malicious actors.

Emphasizes global collaboration to make AI technologies open-source and accessible, resisting technological monopolies.

Promotes testing and assessment systems for AI based on risk levels, ensuring AI remains under human control.

Advocates for laws ensuring privacy and data security, opposing illegal data practices.

Stresses fairness and non-discrimination in AI development processes.

Calls for ethical principles and accountability mechanisms, addressing ethical concerns timely.

Encourages wide participation and consensus-based decision-making in AI governance.

Seeks increased representation of developing countries in global AI governance.

Supports UN discussions for an international AI governing institution.",,true,2024-10-29,https://www.cac.gov.cn/2023-10/18/c_1699291032884978.htm,false,,,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1151,Technical Documentation of National Technical Committee 260 on Cybersecurity of Standardization Administration of China: Basic Safety Requirements for Generative Artificial Intelligence Services,Basic Safety Requirements for Generative Artificial Intelligence Services (Technical Documentation),https://cset.georgetown.edu/publication/china-safety-requirements-for-generative-ai-final/,Chinese central government,Chinese law and policy,Enacted,2024-02-29,2024-02-29,false,false,false,false,"Specifies safety requirements for generative AI services, focusing on corpus and model safety. Requires providers to conduct safety assessments and adhere to cybersecurity, data security, and personal information protection laws. Emphasizes preventing illegal content and ensuring model-generated content accuracy and reliability.","Specifies safety requirements for generative AI services in China, focusing on corpus safety, model safety, and safety measures.

Applies to service providers conducting safety assessments and the main oversight department for evaluating generative AI services' safety levels.

Mandates safety assessments and reporting, adherence to cybersecurity, data security, and personal information protection laws.

Requires corpus source safety management, verification, and traceability, including avoiding illegal content and ensuring intellectual property rights compliance.

Demands annotators follow strict training and rule adherence for data annotation and review.

Stipulates model safety, including foundation model registration, content safety monitoring, and ensuring generated content accuracy and reliability.

Outlines safety measures for service transparency, user data collection, and complaint handling.

Imposes rigorous safety assessment procedures and compliance for corpus, generated content, and question refusal rates.",,true,2024-11-07,https://cset.georgetown.edu/publication/china-safety-requirements-for-generative-ai-final/,false,,,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1137,Interim Measures for the Management of Generative Artificial Intelligence Services,Interim Measures for the Management of Generative Artificial Intelligence Services,https://www.chinalawtranslate.com/en/generative-ai-interim/,Chinese central government,Chinese law and policy,Enacted,2023-07-10,2024-07-10,false,false,false,false,"Regulates generative AI services in mainland China, emphasizing legal compliance, societal ethics, and security. Encourages innovation while preventing discrimination and protecting personal information. Mandates providers to ensure content accuracy, transparency, and user privacy. Enforces penalties for non-compliance.","Establishes legal framework for the use and governance of generative AI services in mainland China, promoting innovation while ensuring security and compliance with national values.

Applies to public generative AI services generating text, images, audio, video, but excludes non-public research and development.

Mandates adherence to laws, ethical standards, and the protection of intellectual property, personal information, and societal values.

Encourages independent innovation and international cooperation in AI technology, emphasizing lawful data handling and quality improvement.

Requires providers to ensure information security, sign service agreements with users, and prevent misuse by minors and illegal activities.

Obligates providers to label AI-generated content, maintain service stability, and establish complaint mechanisms.

Imposes oversight by relevant state departments, requiring security assessments for AI with social mobilization potential.

Specifies penalties for non-compliance, including warnings, service suspension, and legal action for serious violations.

Takes effect on August 15, 2023, with provisions for foreign investment compliance.",,true,2024-10-29,https://www.chinalawtranslate.com/en/generative-ai-interim/,false,,,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1126,Position Paper of the People’s Republic of China on Regulating Military Applications of Artificial Intelligence,Position Paper of the People’s Republic of China on Regulating Military Applications of Artificial Intelligence,http://geneva.china-mission.gov.cn/eng/dbdt/202112/t20211213_10467517.htm,Chinese central government,Chinese law and policy,Enacted,2021-12-13,2021-12-13,false,false,false,false,"Calls countries to regulate military AI applications, ensuring responsible development, compliance with international law, and prevention of arms races. Encourages international cooperation, emphasizes human oversight, and promotes ethical AI use to avoid misuse and maintain global strategic stability.","Calls for countries to regulate military applications of AI to prevent strategic miscalculation and maintain global stability.

Urges countries to ensure military AI is not used to start wars or pursue dominance, respecting sovereignty and territorial security.

Emphasizes compliance with international humanitarian law, minimizing collateral damage, and preventing misuse of AI weapons.

Requires human control over AI weapon systems, ensuring data security, and restricting military use of AI data.

Recommends enhancing self-restraint in AI R&D, with accountability mechanisms and operator training.

Stresses the necessity of tiered regulation and risk management to prevent premature use of risky technologies.

Advocates for multilateral dialogue and cooperation to establish a universal governance regime for military AI.

Encourages developed countries to aid developing nations in governance capacity, opposing ideological divides and ensuring equitable technological advancement.",,true,2024-11-05,http://geneva.china-mission.gov.cn/eng/dbdt/202112/t20211213_10467517.htm,false,,,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1373,"Artificial Intelligence Security Standardization White Paper, Section 5 (""Recommendations for AI security standardization work"")","Artificial Intelligence Security Standardization White Paper, Section 5 (""Recommendations for AI security standardization work"")",https://cset.georgetown.edu/publication/artificial-intelligence-security-standardization-white-paper-2019-edition/,Other authorities,Chinese law and policy,Proposed,2024-11-01,2024-11-01,false,false,false,false,"Recommends coordinating AI security standards, emphasizing ethical principles, and accelerating standards development in key areas. Promotes AI security standards application, talent training, and international collaboration. Suggests high-risk AI early warning mechanisms and improving AI security supervision and supply chain management.","Launch AI security standardization work by coordinating a system of AI security standards, focusing on foundational and application-specific research.

Accelerate development of AI security standards in key areas, driven by urgent needs and safety incidents, to address security risks and ethical issues.

Promote the application of AI security standards through pilot mechanisms and collaboration between academia, industry, and research institutions.

Strengthen training for AI security standardization talent by establishing multi-level training programs and fostering collaboration among universities, research institutes, and enterprises.

Participate actively in international AI security standardization by aligning Chinese efforts with global achievements, enhancing China's influence, and facilitating international cooperation.

Establish an early warning mechanism for high-security-risk AI technologies and products, including a catalog of risks and management standards.

Improve AI security supervision by developing an index evaluation system, enhancing AI supply chain security management, and formulating supportive standards.",,true,2024-10-24,https://cset.georgetown.edu/publication/artificial-intelligence-security-standardization-white-paper-2019-edition/,false,,,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1385,"Memorandum on Advancing the United States’ Leadership in Artificial Intelligence; Harnessing Artificial Intelligence to Fulfill National Security Objectives; and Fostering the Safety, Security, and Trustworthiness of Artificial Intelligence",National Security Memorandum on AI,https://www.whitehouse.gov/briefing-room/presidential-actions/2024/10/24/memorandum-on-advancing-the-united-states-leadership-in-artificial-intelligence-harnessing-artificial-intelligence-to-fulfill-national-security-objectives-and-fostering-the-safety-security/,Executive Office of the President,"U.S. regulations, executive orders, and agency policies;Editors' Picks",Enacted,2024-10-24,2024-10-24,true,false,true,false,"Directs the U.S. government to lead safe AI development, enhance national security through AI, and foster global AI governance. Prioritizes AI safety, security, and talent acquisition. Establishes AI governance frameworks and partnerships to ensure responsible AI use and international collaboration.","Develop advanced AI computational infrastructure and adopt measures to attract top technical talent to work in the United States to ensure innovation and technological superiority in AI.

Instructs relevant agencies to protect AI intellectual property from foreign threats. 

Issue guidance on testing and evaluating frontier foundational AI systems to manage safety and security risks.

Directs national security institutions to harness AI to advance national security objectives through clear policies, strategies and coordination, while safeguarding human rights, civil liberties, and privacy.

Produce a strategy for the advancement of international AI governance norms in line with safe, secure, and trustworthy AI, and democratic values.

Requires covered agencies to appoint Chief AI Officer to managing risks and opportunities of AI

Requires the formation of an interagency National Security Coordination Group to harmonize polices related to AI in National Security 


","Strategies: Evaluation;Strategies: Tiering: Tiering based on impact;Strategies: Evaluation: Impact assessment;Risk factors: Security: Cybersecurity;Risk factors: Security;Applications: Security;Applications: Government: military and public safety;Strategies: Tiering: Tiering based on domain of application;Strategies: Disclosure: About evaluation;Risk factors: Safety;Risk factors: Reliability;Strategies: Tiering;Strategies: Disclosure;Strategies: Government study or report;Strategies: Tiering: Tiering based on generality;Incentives: Access to business opportunities;Strategies: Governance development;Strategies: Government support;Applications: Government: other applications/unspecified;Strategies: Governance development;Strategies: Government support;Risk factors: Privacy;Harms: Violation of civil or human rights, including privacy;Risk factors: Security;Risk factors: Bias;Risk factors: Reliability;Risk factors: Reliability: Robustness;Strategies: Government study or report;Applications: Government: military and public safety;Harms: Violation of civil or human rights, including privacy;Risk factors: Privacy;Risk factors: Safety;Harms: Harm to health/safety;Risk factors: Bias;Harms: Detrimental content;Harms: Discrimination;Strategies: Convening;Strategies: Governance development;Strategies: Government support;Applications: Medicine, life sciences and public health;Strategies: Tiering;Strategies: Tiering: Tiering based on domain of application;Harms: Harm to health/safety;Strategies: Government study or report;Strategies: Tiering: Tiering based on impact;Risk factors: Security;Risk factors: Privacy;Strategies: Input controls;Strategies: Input controls: Compute circulation;Strategies: Input controls: Data use;Strategies: Input controls: Data circulation;Strategies: Input controls: Compute use;Strategies: Tiering: Tiering based on inputs;Strategies: Governance development;Applications: Government: other applications/unspecified;Strategies: New institution;Strategies: Government study or report;Strategies: Government support;Risk factors: Safety;Risk factors: Security;Risk factors: Reliability;Incentives: Access to business opportunities;Harms: Violation of civil or human rights, including privacy;Risk factors: Security: Cybersecurity;Strategies: Government support;Strategies: Government study or report;Risk factors: Privacy;Risk factors: Security;Risk factors: Safety;Risk factors: Security;Risk factors: Reliability;Strategies: Government support: For R&D;Strategies: Government support;Strategies: Convening;Risk factors: Interpretability and explainability;Risk factors: Privacy;Harms: Violation of civil or human rights, including privacy;Harms: Detrimental content;Risk factors: Reliability: Robustness;Risk factors: Security: Cybersecurity;Strategies: Government study or report;Harms: Harm to infrastructure;Strategies: Governance development;Strategies: Government study or report;Strategies: Government support;Strategies: Government support: For R&D;Strategies: Convening;Strategies: Tiering;Strategies: Tiering: Tiering based on inputs;Strategies: Pilots and testbeds;Risk factors: Safety;Risk factors: Security;Risk factors: Reliability;Harms: Violation of civil or human rights, including privacy;Strategies: Convening;Strategies: Governance development;Strategies: Governance development;Strategies: Government support;Applications: Government: military and public safety;Strategies: Government support: For R&D;Harms: Violation of civil or human rights, including privacy;Risk factors: Safety;Risk factors: Security;Risk factors: Reliability;Strategies: Tiering;Strategies: Tiering: Tiering based on generality;Strategies: Government support;Strategies: Government support: For R&D;Strategies: Pilots and testbeds;Applications: Government: military and public safety;Strategies: Government support;Strategies: Convening;Strategies: Evaluation;Strategies: Licensing, registration, and certification;Risk factors: Security: Cybersecurity;Risk factors: Security;Strategies: Government study or report;Strategies: Tiering;Strategies: Tiering: Tiering based on impact;Risk factors: Reliability;Risk factors: Security: Cybersecurity;Risk factors: Security;Risk factors: Safety;Risk factors: Privacy;Risk factors: Safety;Harms: Harm to health/safety;Harms: Violation of civil or human rights, including privacy;Strategies: Tiering: Tiering based on impact;Strategies: Tiering;Strategies: Evaluation;Strategies: Evaluation: Impact assessment;Risk factors: Bias;Strategies: Government support: AI workforce-related;Strategies: New institution;Risk factors: Transparency;Strategies: Government study or report;Strategies: Governance development;Risk factors: Security: Cybersecurity;Applications: Government: military and public safety;Strategies: Government support;Risk factors: Safety;Risk factors: Security;Risk factors: Reliability;Risk factors: Security: Cybersecurity;Applications: Government: military and public safety;Harms: Violation of civil or human rights, including privacy;Risk factors: Privacy;Risk factors: Bias;Harms: Discrimination;Harms: Harm to health/safety;Strategies: Evaluation: Impact assessment;Strategies: Evaluation;Strategies: Evaluation: Post-market monitoring;Strategies: Convening;Strategies: Tiering: Tiering based on domain of application;Strategies: Tiering;Strategies: Tiering: Tiering based on generality;Harms: Violation of civil or human rights, including privacy;Applications: Government: military and public safety;Strategies: Government support;Strategies: Governance development;Strategies: Convening;Risk factors: Privacy;Risk factors: Safety;Risk factors: Safety;Risk factors: Security;Risk factors: Reliability;Strategies: Government support;Strategies: Government support: AI workforce-related;Strategies: Tiering: Tiering based on generality;Strategies: Tiering: Tiering based on inputs;Strategies: Tiering;Strategies: Government support: AI workforce-related;Strategies: Government support;Strategies: Government support: For R&D;Strategies: Government study or report;Strategies: Evaluation;Strategies: Evaluation: Impact assessment;Strategies: Tiering: Tiering based on generality;Strategies: Tiering: Tiering based on domain of application;Applications: Government: military and public safety;Strategies: Tiering: Tiering based on impact;Strategies: Government study or report;Strategies: Disclosure: About evaluation;Strategies: Disclosure;Strategies: Tiering;Risk factors: Safety;Risk factors: Reliability;Strategies: Government study or report;Strategies: Disclosure;Strategies: New institution;Applications: Government: military and public safety;Strategies: Evaluation;Risk factors: Privacy;Risk factors: Security;Risk factors: Reliability: Robustness;Harms: Violation of civil or human rights, including privacy;Applications: Government: military and public safety;Risk factors: Transparency;Applications: Government: military and public safety;Risk factors: Privacy;Risk factors: Security;Risk factors: Reliability;Risk factors: Reliability: Robustness;Harms: Discrimination;Harms: Violation of civil or human rights, including privacy;Strategies: Government study or report;Strategies: Government support: AI workforce-related;Harms: Violation of civil or human rights, including privacy;Applications: Government: military and public safety;Strategies: Governance development;Risk factors: Safety;Risk factors: Security;Risk factors: Reliability;Harms: Detrimental content;Applications: Medicine, life sciences and public health;Strategies: Government support;Strategies: Government support: For R&D;Harms: Harm to health/safety;Strategies: Tiering;Strategies: Tiering: Tiering based on domain of application;Risk factors: Safety;Risk factors: Security;Strategies: Governance development;Strategies: Government support: AI workforce-related;Strategies: Government support;Strategies: Governance development;Strategies: Governance development;Applications: Government: military and public safety;Strategies: Evaluation;Strategies: New institution;Strategies: Government support;Strategies: Pilots and testbeds;Strategies: Government support;Strategies: Government support: For R&D;Strategies: Evaluation;Applications: Energy and utilities;Strategies: Convening;Harms: Ecological harm;Applications: Energy and utilities;Strategies: Evaluation;Strategies: Evaluation: Impact assessment;Strategies: Tiering: Tiering based on domain of application;Strategies: Tiering;Strategies: Tiering: Tiering based on impact;Strategies: Government support;Strategies: Evaluation: Adversarial testing;Strategies: Tiering: Tiering based on inputs;Strategies: Disclosure: About evaluation;Strategies: Disclosure;Strategies: Tiering: Tiering based on generality;Risk factors: Security: Cybersecurity;Risk factors: Security;Risk factors: Safety;Risk factors: Reliability;Applications: Government: military and public safety;Harms: Detrimental content;Harms: Violation of civil or human rights, including privacy;Risk factors: Security: Cybersecurity;Risk factors: Security;Strategies: Government support;Strategies: Disclosure: About evaluation;Strategies: Evaluation;Strategies: Evaluation: Impact assessment;Applications: Government: military and public safety;Applications: Security;Applications: Energy and utilities;Strategies: Government support;Strategies: Governance development;Strategies: New institution;Strategies: Government support: AI workforce-related;Strategies: Government study or report;Applications: Government: military and public safety;Applications: Government: military and public safety;Strategies: Government support;Strategies: Governance development;Strategies: Licensing, registration, and certification;Risk factors: Safety;Risk factors: Reliability;Risk factors: Security;Harms: Violation of civil or human rights, including privacy;Risk factors: Privacy;Strategies: Government support;Strategies: Government study or report;Strategies: Governance development;Strategies: Convening;Applications: Government: military and public safety;Applications: Government: military and public safety;Strategies: Governance development;Strategies: Government support;Harms: Violation of civil or human rights, including privacy;Risk factors: Privacy;Risk factors: Safety;Strategies: Government support: AI workforce-related;Applications: Medicine, life sciences and public health;Strategies: Evaluation;Strategies: Evaluation: Impact assessment;Strategies: Tiering;Strategies: Tiering: Tiering based on domain of application;Strategies: Tiering: Tiering based on impact;Strategies: Convening;Strategies: Government study or report;Strategies: Pilots and testbeds;Strategies: Government support",false,2024-11-08,https://www.whitehouse.gov/briefing-room/presidential-actions/2024/10/24/memorandum-on-advancing-the-united-states-leadership-in-artificial-intelligence-harnessing-artificial-intelligence-to-fulfill-national-security-objectives-and-fostering-the-safety-security/,false,,,41,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,True,True,True,False,True,True,False,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False
